date,actual_next_ret,model_prediction,model_position,oracle_position,model_return,oracle_return,daily_return_gap
2019-05-21,-0.07873118324826023,-0.04211915379176792,0.0,0.0,-0.0,-0.0,0.0
2019-05-22,0.03508429702809246,-0.06781483301998689,0.0,1.0,0.0,0.007771074257023115,0.007771074257023115
2019-05-23,0.002218369149184163,0.018684927546203517,1.0,1.0,-0.0004454077127039593,0.0005545922872960407,0.001
2019-05-24,-0.004538120460624295,-0.0409286651892061,0.0,0.0,-0.001,-0.001,0.0
2019-05-25,0.06847033484019494,0.005110574079384034,1.0,1.0,0.016117583710048733,0.016117583710048733,0.0
2019-05-26,0.06604739322370867,-0.005278773111534157,0.0,1.0,-0.001,0.016511848305927168,0.01751184830592717
2019-05-27,0.012214336527019531,-0.05858948977087641,0.0,1.0,0.0,0.003053584131754883,0.003053584131754883
2019-05-28,-0.020987976802255504,-0.052346700468609564,0.0,0.0,-0.0,-0.001,-0.001
2019-05-29,-0.06995938491772935,0.007034697414422003,1.0,0.0,-0.01848984622943234,-0.0,0.01848984622943234
2019-05-30,0.05834815926310566,-0.0692292567611264,0.0,1.0,-0.001,0.013587039815776414,0.014587039815776415
2019-05-31,0.012209185703308867,0.05983246181889859,1.0,1.0,0.0020522964258272167,0.0030522964258272167,0.001
2019-06-01,0.06677121657945673,-0.015067941338915675,0.0,1.0,-0.001,0.016692804144864182,0.017692804144864183
2019-06-02,-0.08148857317426916,0.028420950076765955,1.0,0.0,-0.02137214329356729,-0.001,0.02037214329356729
2019-06-03,-0.07014017755140056,-0.07022665047782242,0.0,0.0,-0.001,-0.0,0.001
2019-06-04,0.011541326937813956,-0.04578911616363704,0.0,1.0,0.0,0.001885331734453489,0.001885331734453489
2019-06-05,0.0004074522234809308,-0.032861655512882865,0.0,1.0,0.0,0.0001018630558702327,0.0001018630558702327
2019-06-06,0.02797350666608822,-0.031897508300731126,0.0,1.0,0.0,0.006993376666522055,0.006993376666522055
