date,actual_next_ret,model_prediction,model_position,oracle_position,model_return,oracle_return,daily_return_gap
2019-05-21,-0.05605761462368297,0.04128661077356108,1.0,0.0,-0.015014403655920744,-0.0,0.015014403655920744
2019-05-22,0.004548456136934664,0.002070238957533943,1.0,1.0,0.001137114034233666,0.00013711403423366606,-0.001
2019-05-23,0.022347184509126095,-0.02403641643822263,0.0,1.0,-0.001,0.005586796127281524,0.006586796127281524
2019-05-24,0.0031073801142575963,-0.0015358026851294004,0.0,1.0,0.0,0.0007768450285643991,0.0007768450285643991
2019-05-25,0.1191026407976643,0.04129808061594789,1.0,1.0,0.028775660199416075,0.029775660199416076,0.0010000000000000009
2019-05-26,0.11574938549893643,0.01691006482277002,1.0,1.0,0.028937346374734108,0.028937346374734108,0.0
2019-05-27,-0.010636538288913977,-0.02511090387630016,0.0,0.0,-0.001,-0.001,0.0
2019-05-28,-0.02888020746093145,-0.052322149827261105,0.0,0.0,-0.0,-0.0,0.0
2019-05-29,-0.06945062998126128,-0.06653004911932578,0.0,0.0,-0.0,-0.0,0.0
2019-05-30,0.05326441433525608,-0.019913804622374992,0.0,1.0,0.0,0.01231610358381402,0.01231610358381402
2019-05-31,0.13278630011876524,0.0759321709170159,1.0,1.0,0.03219657502969131,0.03319657502969131,0.0010000000000000009
2019-06-01,0.0275341642605178,-0.0758689886208189,0.0,1.0,-0.001,0.00688354106512945,0.007883541065129451
2019-06-02,-0.11244081044980858,-0.02514018642623031,0.0,0.0,-0.0,-0.001,-0.001
2019-06-03,0.025823700166762276,0.0389060771325527,1.0,1.0,0.005455925041690569,0.005455925041690569,0.0
2019-06-04,-0.021458978484711566,-0.002101623246301143,0.0,0.0,-0.001,-0.001,0.0
2019-06-05,-0.04134793585573815,-0.01640769332811215,0.0,0.0,-0.0,-0.0,0.0
2019-06-06,0.03140420863622828,-0.10803300311453276,0.0,1.0,0.0,0.00685105215905707,0.00685105215905707
2019-06-07,-0.038894358574235066,-0.008376848902381634,0.0,0.0,-0.0,-0.001,-0.001
2019-06-08,-0.07552847923005168,-0.0671217821988638,0.0,0.0,-0.0,-0.0,0.0
2019-06-09,0.05331389997881408,-0.016457734470137625,0.0,1.0,0.0,0.01232847499470352,0.01232847499470352
2019-06-10,-0.012527625218650695,-0.04064672715196674,0.0,0.0,-0.0,-0.001,-0.001
2019-06-11,0.0744574710621273,-0.03804412595451748,0.0,1.0,0.0,0.017614367765531824,0.017614367765531824
2019-06-12,-0.02980099394999003,0.049659194591788886,1.0,0.0,-0.008450248487497508,-0.001,0.007450248487497508
2019-06-13,-0.0025443569463285964,0.07422659943106,1.0,0.0,-0.0006360892365821491,-0.0,0.0006360892365821491
2019-06-14,0.010818088071320231,0.03263324532767939,1.0,1.0,0.0027045220178300577,0.0017045220178300577,-0.001
2019-06-15,0.0036484965978551553,0.03556145095098548,1.0,1.0,0.0009121241494637888,0.0009121241494637888,0.0
2019-06-16,0.0275674880211767,0.00333028481715672,1.0,1.0,0.006891872005294175,0.006891872005294175,0.0
2019-06-17,-0.023761794052297502,0.04553362574825362,1.0,0.0,-0.005940448513074376,-0.001,0.004940448513074376
2019-06-18,0.005888757440117853,-0.0454215106452355,0.0,1.0,-0.001,0.0004721893600294633,0.0014721893600294633
2019-06-19,-0.017472817483151548,0.019603997020989222,1.0,0.0,-0.005368204370787887,-0.001,0.004368204370787887
2019-06-20,0.018883478330948833,-0.03125593080906339,0.0,1.0,-0.001,0.0037208695827372082,0.004720869582737208
2019-06-21,0.11941820895589084,-0.0338975117244836,0.0,1.0,0.0,0.02985455223897271,0.02985455223897271
2019-06-22,0.001125261854171944,0.09787402237218448,1.0,1.0,-0.000718684536457014,0.000281315463542986,0.001
2019-06-23,0.02692070163335969,0.04701113840545271,1.0,1.0,0.006730175408339922,0.006730175408339922,0.0
2019-06-24,0.00474264627721932,0.003973544559322584,1.0,1.0,0.00118566156930483,0.00118566156930483,0.0
2019-06-25,-0.05381646841672316,0.07587101150800171,1.0,0.0,-0.01345411710418079,-0.001,0.01245411710418079
2019-06-26,-0.11597496268276464,0.06656233432920702,1.0,0.0,-0.02899374067069116,-0.0,0.02899374067069116
2019-06-27,0.052463512924104005,0.0686476904108421,1.0,1.0,0.013115878231026001,0.012115878231026,-0.0010000000000000009
2019-06-28,0.04171692821328632,0.03252750373834182,1.0,1.0,0.01042923205332158,0.01042923205332158,0.0
2019-06-29,-0.09672216796962452,0.08712338406511735,1.0,0.0,-0.02418054199240613,-0.001,0.02318054199240613
2019-06-30,0.020758354755784136,0.04347462913192826,1.0,1.0,0.005189588688946034,0.004189588688946034,-0.001
2019-07-01,-0.020152126490296074,0.020805276745690243,1.0,0.0,-0.0050380316225740185,-0.001,0.0040380316225740185
2019-07-02,0.033432452833885185,-0.027122426989621556,0.0,1.0,-0.001,0.007358113208471296,0.008358113208471296
2019-07-03,-0.04873841383185917,-0.03662956288879593,0.0,0.0,-0.0,-0.001,-0.001
2019-07-04,0.014170195850578882,0.04658922962272391,1.0,1.0,0.0025425489626447204,0.0025425489626447204,0.0
2019-07-05,0.006216809809248547,0.044762869931835175,1.0,1.0,0.0015542024523121367,0.0015542024523121367,0.0
2019-07-06,0.09005526383976092,0.019362214535127015,1.0,1.0,0.02251381595994023,0.02251381595994023,0.0
2019-07-07,-0.012337937665346854,0.03456612444712917,1.0,0.0,-0.0030844844163367136,-0.001,0.0020844844163367135
2019-07-08,-0.003738894959380512,0.012350204605784343,1.0,0.0,-0.000934723739845128,-0.0,0.000934723739845128
2019-07-09,-0.06604026126994322,-0.014986535567092313,0.0,0.0,-0.001,-0.0,0.001
2019-07-10,-0.1298943682932906,0.018401440197516217,1.0,0.0,-0.03347359207332265,-0.0,0.03347359207332265
2019-07-11,0.05917734338506908,0.1374285451124531,1.0,1.0,0.01479433584626727,0.01379433584626727,-0.0010000000000000009
2019-07-12,-0.039883748682546516,0.01473708446790431,1.0,0.0,-0.009970937170636629,-0.001,0.008970937170636628
2019-07-13,-0.10821656282755387,0.07922789636761687,1.0,0.0,-0.02705414070688847,-0.0,0.02705414070688847
2019-07-14,0.002763305978949804,0.06424590993275006,1.0,1.0,0.000690826494737451,-0.0003091735052625491,-0.001
2019-07-15,-0.16534132301186533,0.040428912600395855,1.0,0.0,-0.04133533075296633,-0.001,0.04033533075296633
2019-07-16,0.07862467524286987,0.134620608964563,1.0,1.0,0.019656168810717467,0.018656168810717466,-0.0010000000000000009
2019-07-17,0.12838340011700877,-0.05947182108409796,0.0,1.0,-0.001,0.03209585002925219,0.033095850029252194
