date,close,target_return,prediction_score,threshold,position_scale,trade_mode,model_position,oracle_position,model_return,buyhold_return,oracle_return,oracle_minus_model
2019-07-01,0.0838219970464706,-0.032747908118451075,0.5113079691479265,0.06,1.0,long_only,1.0,-1.0,-0.033747908118451075,-0.033747908118451075,0.031747908118451074,0.06549581623690215
2019-07-02,0.0810770019888877,0.023693501848149,0.7359564186258503,0.06,1.0,long_only,1.0,1.0,0.023693501848149,0.023693501848149,0.021693501848149,-0.0020000000000000018
2019-07-03,0.0829980000853538,-0.0629412387274707,0.5699033934263731,0.06,1.0,long_only,1.0,-1.0,-0.0629412387274707,-0.0629412387274707,0.060941238727470703,0.12388247745494141
2019-07-04,0.0777740031480789,-0.015969402173652725,0.7858837729330481,0.06,1.0,long_only,1.0,-1.0,-0.015969402173652725,-0.015969402173652725,0.015969402173652725,0.03193880434730545
2019-07-05,0.0765319988131523,0.010492359241198956,0.7269310563803517,0.06,1.0,long_only,1.0,1.0,0.010492359241198956,0.010492359241198956,0.008492359241198956,-0.002
2019-07-06,0.0773350000381469,0.03399491778590025,0.7270148990268068,0.06,1.0,long_only,1.0,1.0,0.03399491778590025,0.03399491778590025,0.03399491778590025,0.0
2019-07-07,0.0799639970064163,0.00640293029098471,0.6351956441810291,0.06,1.0,long_only,1.0,1.0,0.00640293029098471,0.00640293029098471,0.00640293029098471,0.0
2019-07-08,0.0804760009050369,-0.030853954142211704,0.659038362503918,0.06,1.0,long_only,1.0,-1.0,-0.030853954142211704,-0.030853954142211704,0.028853954142211702,0.059707908284423405
2019-07-09,0.0779929980635643,-0.07760953981560881,0.740253999264405,0.06,1.0,long_only,1.0,-1.0,-0.07760953981560881,-0.07760953981560881,0.07760953981560881,0.15521907963121762
2019-07-10,0.0719399973750114,-0.09370301636673273,0.8600599483734244,0.06,1.0,long_only,1.0,-1.0,-0.09370301636673273,-0.09370301636673273,0.09370301636673273,0.18740603273346546
2019-07-11,0.065199002623558,0.06986294607319743,0.9094433822104586,0.06,1.0,long_only,1.0,1.0,0.06986294607319743,0.06986294607319743,0.06786294607319743,-0.0020000000000000018
2019-07-12,0.0697539970278739,-0.04277883575300323,0.7048288272470942,0.06,1.0,long_only,1.0,-1.0,-0.04277883575300323,-0.04277883575300323,0.04077883575300323,0.08355767150600646
2019-07-13,0.066770002245903,-0.10994459990818772,0.8693842918918133,0.06,1.0,long_only,1.0,-1.0,-0.10994459990818772,-0.10994459990818772,0.10994459990818772,0.21988919981637545
2019-07-14,0.0594290010631084,0.0018172927209059164,0.9259128412046296,0.06,1.0,long_only,1.0,-1.0,0.0018172927209059164,0.0018172927209059164,-0.0018172927209059164,-0.003634585441811833
2019-07-15,0.0595370009541511,-0.12572017668551572,0.8635262021565644,0.06,1.0,long_only,1.0,-1.0,-0.12572017668551572,-0.12572017668551572,0.12572017668551572,0.25144035337103143
2019-07-16,0.0520519986748695,0.06122725030026688,0.9640398502456533,0.06,1.0,long_only,1.0,1.0,0.06122725030026688,0.06122725030026688,0.059227250300266876,-0.0020000000000000018
2019-07-17,0.0552389994263649,0.06395847183719883,0.8291613151945059,0.06,1.0,long_only,1.0,1.0,0.06395847183719883,0.06395847183719883,0.06395847183719883,0.0
2019-07-18,0.0587720014154911,0.01727012898750746,0.8309839310876972,0.06,1.0,long_only,1.0,1.0,0.01727012898750746,0.01727012898750746,0.01727012898750746,0.0
2019-07-19,0.0597870014607906,0.05303829515087988,0.8373916551798666,0.06,1.0,long_only,1.0,1.0,0.05303829515087988,0.05303829515087988,0.05303829515087988,0.0
2019-07-20,0.0629580020904541,-0.02787577159032817,0.6843268911451648,0.06,1.0,long_only,1.0,-1.0,-0.02787577159032817,-0.02787577159032817,0.025875771590328167,0.053751543180656336
2019-07-21,0.0612029992043972,-0.028380938526288868,0.8543010559184137,0.06,1.0,long_only,1.0,-1.0,-0.028380938526288868,-0.028380938526288868,0.028380938526288868,0.056761877052577736
2019-07-22,0.0594660006463527,-0.06144686675249478,0.8717593960675629,0.06,1.0,long_only,1.0,-1.0,-0.06144686675249478,-0.06144686675249478,0.06144686675249478,0.12289373350498956
2019-07-23,0.0558120012283325,0.05794450911498572,0.9198935727388666,0.06,1.0,long_only,1.0,1.0,0.05794450911498572,0.05794450911498572,0.05594450911498572,-0.0020000000000000018
2019-07-24,0.0590460002422332,-0.006469510487040142,0.7664877888984061,0.06,1.0,long_only,1.0,-1.0,-0.006469510487040142,-0.006469510487040142,0.004469510487040142,0.010939020974080284
2019-07-25,0.0586640015244483,0.07193510994572039,0.8581793164095157,0.06,1.0,long_only,1.0,1.0,0.07193510994572039,0.07193510994572039,0.06993510994572039,-0.0020000000000000018
2019-07-26,0.0628840029239654,-0.04791367402562141,0.5266574809053866,0.06,1.0,long_only,1.0,-1.0,-0.04791367402562141,-0.04791367402562141,0.04591367402562141,0.09382734805124282
2019-07-27,0.0598709993064403,-0.006630930941787239,0.853025485614715,0.06,1.0,long_only,1.0,-1.0,-0.006630930941787239,-0.006630930941787239,0.006630930941787239,0.013261861883574477
2019-07-28,0.0594739988446235,0.015452119113582574,0.7878214390970828,0.06,1.0,long_only,1.0,1.0,0.015452119113582574,0.015452119113582574,0.013452119113582574,-0.002
2019-07-29,0.0603929981589317,-0.007434604631171071,0.8022338250935472,0.06,1.0,long_only,1.0,-1.0,-0.007434604631171071,-0.007434604631171071,0.005434604631171071,0.012869209262342142
2019-07-30,0.059944000095129,0.0034699316609587694,0.7916853091862126,0.06,1.0,long_only,1.0,1.0,0.0034699316609587694,0.0034699316609587694,0.0014699316609587693,-0.002
2019-07-31,0.0601520016789436,-0.02127946303105266,0.7683874151997065,0.06,1.0,long_only,1.0,-1.0,-0.02127946303105266,-0.02127946303105266,0.019279463031052657,0.040558926062105316
2019-08-01,0.0588719993829727,-0.024799580240420283,0.15462725342165817,0.12,1.0,long_short,1.0,-1.0,-0.024799580240420283,-0.024799580240420283,0.024799580240420283,0.049599160480840565
2019-08-02,0.0574119985103607,0.006113714664506276,0.20461908897880843,0.12,1.0,long_short,1.0,1.0,0.006113714664506276,0.006113714664506276,0.004113714664506276,-0.002
2019-08-03,0.0577629990875721,-0.025829638601755134,0.1573913412415704,0.12,1.0,long_short,1.0,-1.0,-0.025829638601755134,-0.025829638601755134,0.023829638601755132,0.049659277203510266
2019-08-04,0.0562710016965866,0.007268390637035882,0.23912521236431217,0.12,1.0,long_short,1.0,1.0,0.007268390637035882,0.007268390637035882,0.005268390637035882,-0.002
2019-08-05,0.0566800013184547,-0.05841567902878564,0.14361991075922287,0.12,1.0,long_short,1.0,-1.0,-0.05841567902878564,-0.05841567902878564,0.05641567902878564,0.11483135805757128
2019-08-06,0.0533690005540847,-0.027412912292025804,0.2420679954596796,0.12,1.0,long_short,1.0,-1.0,-0.027412912292025804,-0.027412912292025804,0.027412912292025804,0.05482582458405161
2019-08-07,0.0519060008227825,0.0012330074810811276,0.1481065381041693,0.12,1.0,long_short,1.0,-1.0,0.0012330074810811276,0.0012330074810811276,-0.0012330074810811276,-0.002466014962162255
2019-08-08,0.05197000131011,-0.08329804808986141,0.17520663926919977,0.12,1.0,long_short,1.0,-1.0,-0.08329804808986141,-0.08329804808986141,0.08329804808986141,0.16659609617972282
2019-08-09,0.0476410016417503,0.09109793194434923,0.23386637417486478,0.12,1.0,long_short,1.0,1.0,0.09109793194434923,0.09109793194434923,0.08909793194434923,-0.0020000000000000018
2019-08-10,0.0519809983670711,0.05771344238520704,0.27629514308497494,0.12,1.0,long_short,1.0,1.0,0.05771344238520704,0.05771344238520704,0.05771344238520704,0.0
2019-08-11,0.0549810007214546,-0.03715831518038348,0.14529239737077226,0.12,1.0,long_short,1.0,-1.0,-0.03715831518038348,-0.03715831518038348,0.03515831518038348,0.07231663036076696
2019-08-12,0.0529379993677139,-0.0071215267427413576,0.09330554105733713,0.12,1.0,long_short,0.0,-1.0,-0.001,-0.0071215267427413576,0.0071215267427413576,0.008121526742741358
2019-08-13,0.0525609999895095,-0.1058009094184833,0.13031119092058918,0.12,1.0,long_short,1.0,-1.0,-0.1068009094184833,-0.1058009094184833,0.1058009094184833,0.2126018188369666
2019-08-14,0.0469999983906745,0.011042553437707658,0.3488177698485144,0.12,1.0,long_short,1.0,1.0,0.011042553437707658,0.011042553437707658,0.009042553437707658,-0.002
2019-08-15,0.0475189983844757,-0.014267958755024956,0.06942211902311479,0.12,1.0,long_short,0.0,-1.0,-0.001,-0.014267958755024956,0.012267958755024956,0.013267958755024956
2019-08-16,0.0468409992754459,0.011784597875659664,0.2815695508070044,0.12,1.0,long_short,1.0,1.0,0.010784597875659663,0.011784597875659664,0.009784597875659664,-0.0009999999999999992
2019-08-17,0.0473930016160011,0.07043229652784655,0.1179729831095584,0.12,1.0,long_short,0.0,1.0,-0.001,0.07043229652784655,0.07043229652784655,0.07143229652784655
2019-08-18,0.050730999559164,-0.008535174661122635,0.043932718878708865,0.12,1.0,long_short,0.0,-1.0,-0.0,-0.008535174661122635,0.006535174661122635,0.006535174661122635
2019-08-19,0.0502980016171932,-0.021929351913716366,0.12020751842888489,0.12,1.0,long_short,1.0,-1.0,-0.022929351913716367,-0.021929351913716366,0.021929351913716366,0.04485870382743273
2019-08-20,0.0491949990391731,-0.042321328046518336,0.06916093839719428,0.12,1.0,long_short,0.0,-1.0,-0.001,-0.042321328046518336,0.042321328046518336,0.04332132804651834
2019-08-21,0.0471130013465881,0.04875510010437378,0.14324791189356612,0.12,1.0,long_short,1.0,1.0,0.04775510010437378,0.04875510010437378,0.04675510010437378,-0.0010000000000000009
2019-08-22,0.0494100004434585,0.0076907151079557146,0.15199356392152508,0.12,1.0,long_short,1.0,1.0,0.0076907151079557146,0.0076907151079557146,0.0076907151079557146,0.0
2019-08-23,0.0497899986803531,0.0077726811189573475,0.24297801471912872,0.12,1.0,long_short,1.0,1.0,0.0077726811189573475,0.0077726811189573475,0.0077726811189573475,0.0
2019-08-24,0.0501770004630088,-0.01470790656609422,0.22252249278812886,0.12,1.0,long_short,1.0,-1.0,-0.01470790656609422,-0.01470790656609422,0.01270790656609422,0.027415813132188438
2019-08-25,0.049439001828432,0.005218525766471416,0.2436848307271584,0.12,1.0,long_short,1.0,1.0,0.005218525766471416,0.005218525766471416,0.0032185257664714157,-0.002
2019-08-26,0.0496970005333423,0.002857327687241895,0.1649175387115549,0.12,1.0,long_short,1.0,1.0,0.002857327687241895,0.002857327687241895,0.002857327687241895,0.0
2019-08-27,0.0498390011489391,-0.08053934075840008,0.1362870113988195,0.12,1.0,long_short,1.0,-1.0,-0.08053934075840008,-0.08053934075840008,0.07853934075840008,0.15907868151680016
2019-08-28,0.0458250008523464,-0.02461536835661704,0.2421906092857531,0.12,1.0,long_short,1.0,-1.0,-0.02461536835661704,-0.02461536835661704,0.02461536835661704,0.04923073671323408
2019-08-29,0.0446970015764236,0.0028636652314595334,0.18065674887254657,0.12,1.0,long_short,1.0,1.0,0.0028636652314595334,0.0028636652314595334,0.0008636652314595334,-0.002
2019-08-30,0.0448249988257885,0.0036809941376836353,0.19612099093557434,0.12,1.0,long_short,1.0,1.0,0.0036809941376836353,0.0036809941376836353,0.0036809941376836353,0.0
2019-08-31,0.0449899993836879,-0.009935487642492968,0.17465451291773726,0.12,1.0,long_short,1.0,-1.0,-0.009935487642492968,-0.009935487642492968,0.007935487642492968,0.017870975284985935
2019-09-01,0.0445430018007755,0.018386673291559408,-0.06703902288674846,0.03,1.0,long_short,-1.0,1.0,-0.02038667329155941,0.018386673291559408,0.016386673291559406,0.036773346583118816
2019-09-02,0.0453619994223117,0.03106127742096554,-0.19921320310443602,0.03,1.0,long_short,-1.0,1.0,-0.03106127742096554,0.03106127742096554,0.03106127742096554,0.06212255484193108
2019-09-03,0.0467710010707378,-0.026811480211661687,-0.11084589860516603,0.03,1.0,long_short,-1.0,-1.0,0.026811480211661687,-0.026811480211661687,0.024811480211661685,-0.0020000000000000018
2019-09-04,0.0455170013010501,-0.023727455782384554,-0.16591907926007865,0.03,1.0,long_short,-1.0,-1.0,0.023727455782384554,-0.023727455782384554,0.023727455782384554,0.0
2019-09-05,0.0444369986653327,-0.0004950343153926617,-0.0691637044338248,0.03,1.0,long_short,-1.0,-1.0,0.0004950343153926617,-0.0004950343153926617,0.0004950343153926617,0.0
2019-09-06,0.0444150008261203,0.040144059652956754,-0.07220825124684949,0.03,1.0,long_short,-1.0,1.0,-0.040144059652956754,0.040144059652956754,0.03814405965295675,0.0782881193059135
2019-09-07,0.0461979992687702,0.011277554936098833,-0.1749655050089013,0.03,1.0,long_short,-1.0,1.0,-0.011277554936098833,0.011277554936098833,0.011277554936098833,0.022555109872197665
2019-09-08,0.0467189997434616,0.004537743133819383,-0.10820016329124138,0.03,1.0,long_short,-1.0,1.0,-0.004537743133819383,0.004537743133819383,0.004537743133819383,0.009075486267638766
2019-09-09,0.0469309985637664,-0.00897059075671236,-0.11873673345433355,0.03,1.0,long_short,-1.0,-1.0,0.00897059075671236,-0.00897059075671236,0.00697059075671236,-0.002
2019-09-10,0.046509999781847,-0.032681152554044135,-0.15510447702082208,0.03,1.0,long_short,-1.0,-1.0,0.032681152554044135,-0.032681152554044135,0.032681152554044135,0.0
2019-09-11,0.0449899993836879,0.010268933835814176,-0.14013473782063968,0.03,1.0,long_short,-1.0,1.0,-0.010268933835814176,0.010268933835814176,0.008268933835814176,0.01853786767162835
2019-09-12,0.0454519987106323,0.006622365118456042,-0.15440938100300283,0.03,1.0,long_short,-1.0,1.0,-0.006622365118456042,0.006622365118456042,0.006622365118456042,0.013244730236912083
2019-09-13,0.0457529984414577,0.016851376032052112,-0.1434407709443074,0.03,1.0,long_short,-1.0,1.0,-0.016851376032052112,0.016851376032052112,0.016851376032052112,0.033702752064104224
2019-09-14,0.0465239994227886,0.0059109477526495535,-0.09277894113044916,0.03,1.0,long_short,-1.0,1.0,-0.0059109477526495535,0.0059109477526495535,0.0059109477526495535,0.011821895505299107
