date,close,target_return,prediction_score,threshold,position_scale,trade_mode,model_position,oracle_position,model_return,buyhold_return,oracle_return,oracle_minus_model
2020-06-01,0.08116800338029861,-0.0334122286338997,-0.9916579015389692,0.0,1.0,long_short,-1.0,-1.0,0.0324122286338997,-0.0344122286338997,0.0324122286338997,0.0
2020-06-02,0.07845599949359894,0.08900526543405785,-0.9947233360646838,0.0,1.0,long_short,-1.0,1.0,-0.08900526543405785,0.08900526543405785,0.08700526543405784,0.1760105308681157
2020-06-03,0.08543899655342102,0.04167891876016139,-0.9996348351454933,0.0,1.0,long_short,-1.0,1.0,-0.04167891876016139,0.04167891876016139,0.04167891876016139,0.08335783752032278
2020-06-04,0.08900000154972076,-0.039977554498484724,-0.9953849287672363,0.0,1.0,long_short,-1.0,-1.0,0.039977554498484724,-0.039977554498484724,0.03797755449848472,-0.0020000000000000018
2020-06-05,0.08544199913740158,0.006835032710196032,-0.5861717684682282,0.0,1.0,long_short,-1.0,1.0,-0.006835032710196032,0.006835032710196032,0.004835032710196032,0.011670065420392063
2020-06-06,0.08602599799633026,0.007300141847362163,-0.4757155791773421,0.0,1.0,long_short,-1.0,1.0,-0.007300141847362163,0.007300141847362163,0.007300141847362163,0.014600283694724325
2020-06-07,0.08665399998426437,-0.002585012875195525,-0.6722314691685889,0.0,1.0,long_short,-1.0,-1.0,0.002585012875195525,-0.002585012875195525,0.0005850128751955248,-0.002
2020-06-08,0.08642999827861786,-0.03497626555135247,0.28247651891053716,0.0,1.0,long_short,1.0,-1.0,-0.03697626555135247,-0.03497626555135247,0.03497626555135247,0.07195253110270494
2020-06-09,0.08340699970722198,0.0014866859293569679,0.8523890160472638,0.0,1.0,long_short,1.0,-1.0,0.0014866859293569679,0.0014866859293569679,-0.0014866859293569679,-0.0029733718587139357
2020-06-10,0.08353099972009659,-0.09781996640723001,0.9925899090472143,0.0,1.0,long_short,1.0,-1.0,-0.09781996640723001,-0.09781996640723001,0.09781996640723001,0.19563993281446002
2020-06-11,0.0753600001335144,0.05565285119165786,0.9998162701316922,0.0,1.0,long_short,1.0,1.0,0.05565285119165786,0.05565285119165786,0.05365285119165786,-0.0020000000000000018
2020-06-12,0.0795539990067482,-0.006611812046519616,0.9827596098099296,0.0,1.0,long_short,1.0,-1.0,-0.006611812046519616,-0.006611812046519616,0.004611812046519616,0.011223624093039232
2020-06-13,0.07902800291776657,-0.02885058761893955,0.9994315946187633,0.0,1.0,long_short,1.0,-1.0,-0.02885058761893955,-0.02885058761893955,0.02885058761893955,0.0577011752378791
2020-06-14,0.07674799859523773,0.021355619709343188,0.9899568380469053,0.0,1.0,long_short,1.0,1.0,0.021355619709343188,0.021355619709343188,0.019355619709343186,-0.0020000000000000018
2020-06-15,0.07838699966669083,0.008751416819338553,0.9992939702252965,0.0,1.0,long_short,1.0,1.0,0.008751416819338553,0.008751416819338553,0.008751416819338553,0.0
2020-06-16,0.0790729969739914,0.055290691659416025,0.9675282896277531,0.0,1.0,long_short,1.0,1.0,0.055290691659416025,0.055290691659416025,0.055290691659416025,0.0
2020-06-17,0.0834449976682663,-0.015231524711427857,0.9745417243180667,0.0,1.0,long_short,1.0,-1.0,-0.015231524711427857,-0.015231524711427857,0.013231524711427857,0.028463049422855713
2020-06-18,0.08217400312423706,-0.031287287355538096,0.8494434915745852,0.0,1.0,long_short,1.0,-1.0,-0.031287287355538096,-0.031287287355538096,0.031287287355538096,0.06257457471107619
2020-06-19,0.07960300147533417,-0.0033165065133028415,-0.7050599324960822,0.0,1.0,long_short,-1.0,-1.0,0.0013165065133028415,-0.0033165065133028415,0.0033165065133028415,0.002
2020-06-20,0.07933899760246277,-0.01088996778949547,-0.2750332194877133,0.0,1.0,long_short,-1.0,-1.0,0.01088996778949547,-0.01088996778949547,0.01088996778949547,0.0
